symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
ACN,2017-06-26 00:00:00+00:00,122.34,124.05,122.28,123.15,2618484,114.2442185086,115.8410602092,114.1881889752,115.0006172088,2618484,0.0,1.0
ACN,2017-06-27 00:00:00+00:00,122.19,122.84,122.0,122.5,2214813,114.1041446752,114.7111312865,113.9267178196,114.3936305975,2214813,0.0,1.0
ACN,2017-06-28 00:00:00+00:00,123.74,123.83,122.19,122.78,1723113,115.5515742868,115.6356185869,114.1041446752,114.6551017532,1723113,0.0,1.0
ACN,2017-06-29 00:00:00+00:00,122.99,123.5,122.61,123.5,2685519,114.8512051199,115.3274561534,114.4963514087,115.3274561534,2685519,0.0,1.0
ACN,2017-06-30 00:00:00+00:00,123.68,124.4,123.15,123.3,2256190,115.4955447535,116.1678991537,115.0006172088,115.1406910422,2256190,0.0,1.0
ACN,2017-07-03 00:00:00+00:00,123.93,124.88,123.79,123.82,1236153,115.7290011424,116.6161354205,115.5982655646,115.6262803313,1236153,0.0,1.0
ACN,2017-07-05 00:00:00+00:00,124.05,124.78,123.99,124.0,1326798,115.8410602092,116.522752865,115.7850306758,115.7943689314,1326798,0.0,1.0
ACN,2017-07-06 00:00:00+00:00,122.94,123.63,122.03,123.35,1934504,114.8045138421,115.4488534757,113.9547325862,115.18738232,1934504,0.0,1.0
ACN,2017-07-07 00:00:00+00:00,124.21,124.75,123.07,123.55,1810756,115.9904722981,116.4947380983,114.9259111644,115.3741474312,1810756,0.0,1.0
ACN,2017-07-10 00:00:00+00:00,124.06,124.37,123.59,124.05,1301531,115.8503984647,116.139884387,115.4115004534,115.8410602092,1301531,0.0,1.0
ACN,2017-07-11 00:00:00+00:00,123.85,124.1,123.2,124.06,1375259,115.654295098,115.8877514869,115.0473084866,115.8503984647,1375259,0.0,1.0
ACN,2017-07-12 00:00:00+00:00,125.47,125.48,124.12,124.3,2012422,117.1670924985,117.1764307541,115.9064279981,116.0745165981,2012422,0.0,1.0
ACN,2017-07-13 00:00:00+00:00,125.73,126.35,125.44,125.7,1712811,117.4098871431,117.9888589877,117.1390777318,117.3818723764,1712811,0.0,1.0
ACN,2017-07-14 00:00:00+00:00,126.7,126.96,125.73,126.19,1725398,118.3156979323,118.5584925768,117.4098871431,117.8394468988,1725398,0.0,1.0
ACN,2017-07-17 00:00:00+00:00,126.42,127.05,126.15,126.77,2005625,118.0542267766,118.6425368768,117.8020938765,118.3810657212,2005625,0.0,1.0
ACN,2017-07-18 00:00:00+00:00,127.37,127.57,125.48,126.25,1641350,118.9413610547,119.1281261659,117.1764307541,117.8954764321,1641350,0.0,1.0
ACN,2017-07-19 00:00:00+00:00,127.78,128.0,126.72,127.5,2269456,119.3242295326,119.5296711549,118.3343744434,119.062758377,2269456,0.0,1.0
ACN,2017-07-20 00:00:00+00:00,128.54,128.7599,127.65,127.9,1639353,120.0339369551,120.2392851949,119.2028322104,119.4362885994,1639353,0.0,1.0
ACN,2017-07-21 00:00:00+00:00,128.85,128.955,128.01,128.54,1750751,120.3234228775,120.4214745608,119.5390094105,120.0339369551,1750751,0.0,1.0
ACN,2017-07-24 00:00:00+00:00,128.01,128.5,127.59,128.27,1763242,119.5390094105,119.9965839329,119.146802677,119.781804055,1763242,0.0,1.0
ACN,2017-07-25 00:00:00+00:00,128.95,129.31,127.68,128.25,1593795,120.4168054331,120.7529826332,119.2308469771,119.7631275439,1593795,0.0,1.0
ACN,2017-07-26 00:00:00+00:00,129.51,129.61,128.735,129.0,1591311,120.9397477444,121.0331302999,120.2160329385,120.4634967108,1591311,0.0,1.0
ACN,2017-07-27 00:00:00+00:00,128.16,129.7,127.42,129.7,2096970,119.6790832439,121.1171746,118.9880523325,121.1171746,2096970,0.0,1.0
ACN,2017-07-28 00:00:00+00:00,128.4,128.53,127.31,127.98,1113735,119.9032013773,120.0245986996,118.8853315214,119.5109946438,1113735,0.0,1.0
ACN,2017-07-31 00:00:00+00:00,128.82,129.16,128.19,128.5,1544403,120.2954081108,120.6129087998,119.7070980106,119.9965839329,1544403,0.0,1.0
ACN,2017-08-01 00:00:00+00:00,129.86,129.89,128.95,129.1,3464389,121.2665866889,121.2946014556,120.4168054331,120.5568792664,3464389,0.0,1.0
ACN,2017-08-02 00:00:00+00:00,128.62,129.84,128.53,129.7,1318334,120.1086429996,121.2479101778,120.0245986996,121.1171746,1318334,0.0,1.0
ACN,2017-08-03 00:00:00+00:00,130.02,130.28,127.99,129.22,3559677,121.4159987779,121.6587934224,119.5203328994,120.6689383331,3559677,0.0,1.0
ACN,2017-08-04 00:00:00+00:00,130.2,130.67,129.54,130.06,1283185,121.5840873779,122.0229853892,120.967762511,121.4533518001,1283185,0.0,1.0
ACN,2017-08-07 00:00:00+00:00,129.68,130.35,129.38,129.83,949174,121.0984980889,121.7241612113,120.8183504221,121.2385719222,949174,0.0,1.0
ACN,2017-08-08 00:00:00+00:00,129.13,129.89,128.9401,129.32,1096953,120.5848940331,121.2946014556,120.40756056,120.7623208887,1096953,0.0,1.0
ACN,2017-08-09 00:00:00+00:00,129.62,129.78,128.92,129.01,1203922,121.0424685555,121.1918806444,120.3887906664,120.4728349664,1203922,0.0,1.0
ACN,2017-08-10 00:00:00+00:00,128.24,129.78,128.19,129.22,1780455,119.7537892884,121.1918806444,119.7070980106,120.6689383331,1780455,0.0,1.0
ACN,2017-08-11 00:00:00+00:00,128.2,128.71,128.12,128.67,1105542,119.7164362661,120.1926872996,119.6417302217,120.1553342774,1105542,0.0,1.0
ACN,2017-08-14 00:00:00+00:00,129.69,129.87,128.63,128.88,1417203,121.1078363444,121.2759249445,120.1179812552,120.3514376441,1417203,0.0,1.0
ACN,2017-08-15 00:00:00+00:00,129.38,129.8,128.74,129.41,1113226,120.8183504221,121.2105571556,120.2207020663,120.8463651888,1113226,0.0,1.0
